provider_id,provider_name,lat,lng,radius_km,city,country_code
48571,Sushi Master Аерокосмічний 43,49.97429,36.257,3.0,Kharkiv,ua
177056,Greek House ТРЦ Respublika  Park,50.3736,30.44639,3.0,Kyiv,ua
195957,KurtosHouse,47.904078,33.342475,3.0,Kryvyi Rih,ua
21962,Shanhayskiy kit/Шанхайський Кіт Просп. Червоної Калини,50.508583,30.607073,3.0,Kyiv,ua
173035,Salateira Проспект Правди,50.50423,30.41542,3.0,Kyiv,ua
192032,Beer House Київське шосе,49.563326,34.505154,3.0,Poltava,ua
196303,Royal Kava,48.463118,35.035796,3.0,Dnipro,ua
51883,Вічнозелені Урлівська,50.40718,30.61814,9.0,Kyiv,ua
154135,EatSushi Борщагівська,50.445227,30.444044,3.0,Kyiv,ua
11261,Євразія Рогнідинська,50.439383,30.520452,3.0,Kyiv,ua
22489,Супчик Салатик Урлівська,50.40741,30.61842,3.0,Kyiv,ua
22565,Shanhayskiy kit/Шанхайський Кіт Ревуцького,50.41167,30.64556,3.0,Kyiv,ua
67366,Umami Sushi Велика Васильківська,50.431523,30.515631,3.0,Kyiv,ua
71798,Шаурма на районі Ващука,49.23263,28.40094,3.0,Vinnytsia,ua
82768,Хата Багата Максимовича,50.393297,30.484114,3.0,Kyiv,ua
82771,Хата Багата Ореста Васкула,50.45744,30.36283,3.0,Kyiv,ua
154223,EatSushi Зарічна,50.392484,30.602854,3.0,Kyiv,ua
127301,Roll Club,50.626057,26.200183,3.0,Rivne,ua
162533,Жуїстика Сільпо Андрія Верхогляда,50.40875,30.54276,3.0,Kyiv,ua
162534,Жуїстика Сільпо Ярославська,50.47106,30.51756,3.0,Kyiv,ua
173605,FIFI,49.233408,28.47393,3.0,Vinnytsia,ua
178756,ПЕРІГ* Нове слово у світі пирогів,50.419163,30.549705,3.0,Kyiv,ua
184525,"""По Кухлю"" вул. Полярна 15",50.518482,30.46283,3.0,Kyiv,ua
51915,Вічнозелені Гавела,50.44342,30.41872,9.0,Kyiv,ua
64159,Hellboy Піца Мацієвича,50.42833,30.4598,4.0,Kyiv,ua
104109,Royal Kebab вул. Академіка Гнатюка,49.841214,24.025965,3.0,Lviv,ua
173027,Salateira Дніпровська Набережна,50.404773,30.612138,3.0,Kyiv,ua
195427,Три мітли,50.37102,30.461503,3.0,Kyiv,ua
86591,Pasta&Pizza Овруцька,50.471341,30.476602,3.0,Kyiv,ua
129745,Жуїстика Сільпо на Позняках,50.417353,30.618376,3.0,Kyiv,ua
148316,Remeslo Brewery вул.Соборна,50.436506,30.357937,3.0,Kyiv,ua
150183,ULOV sushi,49.23078,28.4358,3.0,Vinnytsia,ua
154150,EatSushi вул. Київський шлях,50.352624,30.948578,3.0,Boryspil,ua
154163,EatSushi Вільямса Академіка,50.389816,30.463197,3.0,Kyiv,ua
39745,"Мамо, я в шапці Маршала Левка Лук'яненка",50.512178,30.492153,3.0,Kyiv,ua
96924,Що по Чебурекам Симона Петлюри,50.4438,30.49595,3.0,Kyiv,ua
154179,Don Peperon,51.492,31.30223,4.0,Chernihiv,ua
174859,Сімейна Піца/Сімейна Пекарня вул. Сихівська,49.793916,24.0635,3.0,Lviv,ua
183427,Sushi Master вул. Припортова,49.434564,32.091146,3.0,Cherkasy,ua
98399,Hesburger вул. Київська,50.491742,30.743375,3.0,Brovary,ua
59381,WeSushi Здолбунівська,50.417403,30.618483,3.0,Kyiv,ua
118961,ШАУРМАМА вул. Малиновського Маршала,50.50121,30.49721,3.0,Kyiv,ua
170261,Сімейна піца/ Сімейна  Пекарня вул. Широка 70б,49.842357,23.965413,3.0,Lviv,ua
173970,Обертуни Глибочицька,50.462807,30.488402,4.0,Kyiv,ua
12188,Євразія Григоренка,50.40878,30.62584,3.0,Kyiv,ua
80447,Pesto Cafe Овруцька,50.471349,30.476619,3.0,Kyiv,ua
96860,Золотий чебурек,50.443621,30.496194,3.0,Kyiv,ua
154281,EatSushi Аерокосмічний 43,49.974924,36.256199,3.0,Kharkiv,ua
188448,We Sushi вул. Князів Коріатовичів,48.677934,26.590101,3.0,Kamianets-Podilskyi,ua
59725,DÖNER МАРКЕТ ТРЦ РайON,50.51711,30.60204,3.0,Kyiv,ua
102040,Shanhayskiy kit/Шанхайський Кіт Ірпінь,50.51875,30.212838,3.0,Irpin,ua
154198,EatSushi Тітова,48.429847,35.010677,3.0,Dnipro,ua
157764,Wesushi Берчені,48.626089,22.301026,3.0,Uzhhorod,ua
153571,Тертка,50.44388,30.49598,3.0,Kyiv,ua
160247,"Кулиничі пекарня,піца / Kulinichi pizza,bakery проспект Червоної Калини",49.784886,24.060045,3.0,Lviv,ua
180751,Penne,49.840376,24.031915,3.0,Lviv,ua
84023,Shanhayskiy kit,50.50853,30.79368,3.0,Brovary,ua
86981,Poke Oke генерала Пушкіна,48.43722,35.03283,3.0,Dnipro,ua
109549,Pizza Day 145 вул. Володимира Великого 24В,47.940684,33.413743,3.0,Kryvyi Rih,ua
173062,Salateira вул. Ярославська,50.471341,30.517404,3.0,Kyiv,ua
91839,Bufet пр-т Аерокосмічний,49.94784,36.26103,3.0,Kharkiv,ua
172794,Tooman Delivery 3,49.407089,32.047124,3.0,Cherkasy,ua
184987,Foodie Box,50.39474,30.490774,3.0,Kyiv,ua
51916,Вічнозелені Миколайчука,50.43508,30.60643,9.0,Kyiv,ua
173051,Salateira Майдан Незалежності,50.45096,30.5226,3.0,Kyiv,ua
184281,Big Mama Бессарабка. Ринок  Їжі,50.442737,30.520975,3.0,Kyiv,ua
195293,BUDUSUSHI Фонтанська дорога 124,46.391412,30.74615,3.0,Odesa,ua
154245,EatSushi пр-т Мартинова/Яблунева,50.398835,30.392438,3.0,Kyiv,ua
177065,Greek House ТРК Проспект,50.454734,30.635592,3.0,Kyiv,ua
32099,Poke Oke Яворницького,48.464896,35.044214,3.0,Dnipro,ua
84039,Супчик Салатик,50.508585,30.793902,3.0,Brovary,ua
112345,"ChinaTown вул. Велика Васильківська, 34",50.43805,30.515687,3.0,Kyiv,ua
114063,Хвиля Басейна,50.440289,30.524347,3.0,Kyiv,ua
124728,чілміл на Шептицького,50.456182,30.593805,3.0,Kyiv,ua
130944,1708 Pizza de Napoli,48.512914,32.262057,3.0,Kropyvnytskyi,ua
57189,Бендерики Нижній Вал,50.466162,30.511794,3.0,Kyiv,ua
180244,Oishii SUSHI вулиця Велика Васильківська,50.422891,30.5189,4.0,Kyiv,ua
193652,Porto pub,50.45814,30.48064,3.0,Kyiv,ua
64183,Hellboy Піца Обсерваторна,50.455341,30.502217,4.0,Kyiv,ua
166301,Аджика проспект Коцюбинського 78,49.236301,28.485903,3.0,Vinnytsia,ua
179719,ЗаВарені,49.809569,24.062536,3.0,Lviv,ua
24450,The Doner вул. Жилянська,50.44333,30.495054,3.0,Kyiv,ua
60076,Royal Kebab Степана Бандери,49.834428,24.013533,3.0,Lviv,ua
72450,Roll Club проїзд Крива Липа,49.840549,24.025903,3.0,Lviv,ua
133494,P2P Food,49.996923,36.33977,3.0,Kharkiv,ua
192008,Beer House вул. Юліана Матвійчука,49.583215,34.555428,3.0,Poltava,ua
51922,Вічнозелені Ревуцького,50.41167,30.64549,9.0,Kyiv,ua
134656,AppetitA,48.425535,35.021471,3.0,Dnipro,ua
154186,EatSushi вул. Незалежності,48.528562,35.868518,3.0,Pavlohrad,ua
162770,Cucina della Mamma Левка Лук'яненка,50.512769,30.491576,3.0,Kyiv,ua
62063,Sushi Master Героїв Праці,50.023777,36.336147,3.0,Kharkiv,ua
98641,Tooman Delivery,49.442478,32.065699,3.0,Cherkasy,ua
164054,“НЯМ by VARUS.UA” бул. Вацлава Гавела,50.4435,30.41869,3.0,Kyiv,ua
164077,Pizza Day 126 вул. Магістральна,47.904423,33.458972,3.0,Kryvyi Rih,ua
189433,RAMEN MO,49.842649,24.023962,3.0,Lviv,ua
36456,Sushi Family Титова,48.432374,35.003602,3.0,Dnipro,ua
93354,Remeslo Brewery вул. Урлівська,50.40959,30.62011,3.0,Kyiv,ua
8156,Porter Pub Рогнідинська,50.43993,30.519892,3.0,Kyiv,ua
118945,ШАУРМАМА вул. Сім'ї Сосніних,50.417712,30.392521,3.0,Kyiv,ua
170273,Сімейна піца/ Сімейна Пекарня вул. Івана Пулюя,49.804496,23.987885,3.0,Lviv,ua
34600,BUDUSUSHI Філатова,46.440864,30.710519,3.0,Odesa,ua
159789,Yum Yum Asia Хрещатик,50.443608,30.519683,3.0,Kyiv,ua
167787,Ресто by М'ясомаркет вул. Ковпака,50.94046,34.762273,3.0,Sumy,ua
25407,Shanhayskiy kit/Шанхайський Кіт Миколайчука,50.43508,30.60643,3.0,Kyiv,ua
10759,Lviv Croissants Кірпи,50.438,30.48556,3.0,Kyiv,ua
24314,Барбекю меню від ASAP Тютюнника,50.416785,30.528807,3.0,Kyiv,ua
86249,Пюрешка&Котлетка Велика Васильківська,50.43157,30.51566,3.0,Kyiv,ua
117836,Sushi Master вул. Горького,48.528562,35.868518,3.0,Pavlohrad,ua
128524,БОРЩ УКРАЇНСЬКИЙ \ BORSHCH вул. Макіївська,50.50872,30.453187,3.0,Kyiv,ua
142898,Кафе Національ Макіївська,50.508906,30.45345,3.0,Kyiv,ua
164093,Pizza Day 120 вул. Мусоргського,48.037448,33.480352,3.0,Kryvyi Rih,ua
24960,Барбекю меню від ASAP Васильківська,50.39381,30.49071,3.0,Kyiv,ua
31810,MONOпіца просп. Перемоги,50.45722,30.40955,4.0,Kyiv,ua
48489,Sushi Master Татарська,50.464451,30.486642,3.0,Kyiv,ua
53298,Курча Табака,50.44826,30.525225,3.0,Kyiv,ua
57823,WeSushi Новосілки,50.35316,30.45946,3.0,Kyiv,ua
102002,Greenbar cafe Ірпінь,50.518843,30.212859,3.0,Irpin,ua
159787,Yum Yum Asia Макіївська,50.508906,30.45345,3.0,Kyiv,ua
162787,Cucina della Mamma Васильківська,50.39391,30.4908,3.0,Kyiv,ua
173962,Gyoza&Go Глибочицька,50.462807,30.488402,4.0,Kyiv,ua
193754,Краш кава вул. Краснопільського,51.516374,31.237133,3.0,Chernihiv,ua
15116,Cinnabon Sky Mall,50.49306,30.56063,3.0,Kyiv,ua
154134,EatSushi Клавдіївська,50.477218,30.338933,3.0,Kyiv,ua
173690,Burgerone Академіка Янгеля,50.447262,30.453185,4.0,Kyiv,ua
173966,Смак дому Велика Васильківська,50.422891,30.5189,4.0,Kyiv,ua
193764,Краш кава пр. Миру,51.517702,31.275399,3.0,Chernihiv,ua
15600,Євразія Retroville,50.503296,30.416058,3.0,Kyiv,ua
19627,Chackmag Doner Макіївська,50.50877,30.453118,3.0,Kyiv,ua
164065,“НЯМ by VARUS.UA”  вул. Мечникова,50.518801,30.21295,3.0,Irpin,ua
21408,Chick'n'Rice Вацлава Гавела,50.44349,30.41859,3.0,Kyiv,ua
24964,Барбекю меню від ASAP Софіївська Борщагівка,50.42455,30.36613,3.0,Kyiv,ua
57815,WeSushi ТРЦ Квадрат,50.484883,30.595071,3.0,Kyiv,ua
126046,ВАМ ДОНЕР? бул. Шевченка,49.42127,32.10065,3.0,Cherkasy,ua
153507,"Кулиничі пекарня,піца / Kulinichi pizza,bakery вул. Личаківська",49.83593,24.0712,3.0,Lviv,ua
22487,Shanhayskiy kit/Шанхайський Кіт Урлівська,50.40731,30.61818,3.0,Kyiv,ua
31584,Shanhayskiy kit/Шанхайський Кіт Вернадського,50.462562,30.374459,3.0,Kyiv,ua
32100,Shanhayskiy kit/Шанхайський Кіт Яворницького,48.4644,35.04451,3.0,Dnipro,ua
63695,Аджика,49.22433,28.4108,3.0,Vinnytsia,ua
82763,Хата Багата Жилянська,50.44417,30.49326,3.0,Kyiv,ua
112360,Remeslo brewery вул. Івана Виговського,49.812253,23.977449,3.0,Lviv,ua
142912,Кафе Національ Червоної Калини,50.508583,30.607073,3.0,Kyiv,ua
154161,EatSushi вул. Харківська,50.903329,34.809003,3.0,Sumy,ua
173723,Debi,49.237015,28.490362,3.0,Vinnytsia,ua
193761,Краш кава вул. Володимира Коваленка,51.521287,31.327173,3.0,Chernihiv,ua
15939,Євразія на Нивках,50.45929,30.41019,3.0,Kyiv,ua
89204,Рання пташка на Позняках,50.417353,30.618376,3.0,Kyiv,ua
142903,Кафе Національ Софіївська Борщагівка,50.42467,30.36631,3.0,Kyiv,ua
22558,Greenbar cafe Ревуцького,50.41179,30.64563,3.0,Kyiv,ua
102507,Tasty Greens,50.637,26.28325,3.0,Rivne,ua
193791,Варенична Балувана Галя,50.256513,28.671186,3.0,Zhytomyr,ua
19626,Chackmag Doner Софіївська Борщагівка,50.42439,30.36604,3.0,Kyiv,ua
27005,Mafia Нижньодніпровська,48.52975,35.0298,3.0,Dnipro,ua
31583,Poke Oke Вернадського,50.462562,30.374459,3.0,Kyiv,ua
51103,All Stars by ASAP Васильківська,50.39381,30.49071,9.0,Kyiv,ua
157750,Wesushi Велика Перспективна,48.517979,32.273859,3.0,Kropyvnytskyi,ua
48383,Sushi Master Молодіжна,50.382449,30.384425,3.0,Kyiv,ua
104278,Bratwurst Європейська,48.466667,35.048497,3.0,Dnipro,ua
154290,EatSushi Шалімова,50.40696,30.33902,3.0,Kyiv,ua
56367,Sushi Family пров. Вільний,48.530076,35.016988,3.0,Dnipro,ua
80456,Pesto Cafe Іоанна Павла,50.4215,30.52993,3.0,Kyiv,ua
195634,Black Lavash,48.46482,35.05101,3.0,Dnipro,ua
195649,Папороть вул. Мечникова,50.51896,30.21309,3.0,Irpin,ua
72880,Roll Club Антонова,50.432431,30.450006,3.0,Kyiv,ua
117794,Hellboy вул. Перемоги,50.26558,28.648268,4.0,Zhytomyr,ua
162548,чілміл Ярославська,50.471729,30.518743,3.0,Kyiv,ua
39725,"Мамо, я в шапці Іллєнка",50.466273,30.47425,3.0,Kyiv,ua
89593,Sushi Master вул. Київський шлях,50.352624,30.948578,3.0,Boryspil,ua
117818,MONOпіца вул. Перемоги,50.26558,28.648268,4.0,Zhytomyr,ua
129744,Жуїстика Сільпо вул. Соборна,50.536537,30.232941,3.0,Irpin,ua
155136,Remeslo Brewery Валентинівська 18/6,50.01608,36.330975,3.0,Kharkiv,ua
180428,Сімейна Піца/Сімейна  Пекарня вул. Шота Руставелі,49.833537,24.03505,3.0,Lviv,ua
9779,Cinnabon Гулівер,50.438728,30.523173,3.0,Kyiv,ua
22490,Супчик Салатик Броварський просп.,50.456772,30.614039,3.0,Kyiv,ua
90313,Sushi Nami,49.23077,28.45583,3.0,Vinnytsia,ua
91935,Bufet вул. Сковороди 92,50.00632,36.25065,3.0,Kharkiv,ua
154180,Don Peperon вул. Перемоги,50.26558,28.648268,4.0,Zhytomyr,ua
19625,Chackmag Doner Васильківська,50.393821,30.4908,3.0,Kyiv,ua
39709,"Мамо, я в шапці Урлівська",50.40717,30.61807,3.0,Kyiv,ua
71772,Вічнозелені генерала Пушкіна,48.4372,35.03273,9.0,Dnipro,ua
109550,Pizza Day 178 просп. Поштовий,47.90176,33.3404,3.0,Kryvyi Rih,ua
150858,Remeslo Brewery проспект Юності,49.2218,28.40996,3.0,Vinnytsia,ua
155207,Remeslo Brewery Сергія Гріцевця,49.915285,36.407591,3.0,Kharkiv,ua
39421,DÖNER МАРКЕТ Сім'ї Сосніних,50.417712,30.392521,3.0,Kyiv,ua
52459,Панда їсть бамбук Яворницького,48.46428,35.04454,9.0,Dnipro,ua
79017,ШАВУХА ТОПчик \ SHAVUXA TOP Хрещатик,50.44363,30.52035,3.0,Kyiv,ua
155425,ВАМ ДОНЕР? Тараскова,49.434684,32.006542,3.0,Cherkasy,ua
195466,Корвін Бар,46.48447,30.738583,3.0,Odesa,ua
58524,Remeslo Brewery Бажана 38,50.400265,30.651571,3.0,Kyiv,ua
107955,Суші уші на пр. Університетському,47.909946,33.399644,3.0,Kryvyi Rih,ua
165131,BAZA Street Food на Кульпарківській,49.813523,23.984575,3.0,Lviv,ua
36572,Sushi Family Луговська,48.488735,35.060542,3.0,Dnipro,ua
157656,Sushi Master Велика Перспективна,48.517766,32.273683,3.0,Kropyvnytskyi,ua
8165,Porter Pub Вадима Гетьмана,50.449538,30.443442,3.0,Kyiv,ua
84545,WeSushi Чорновола,50.516153,30.781922,3.0,Brovary,ua
109541,Pizza Day 127 вул. Авраменко,47.937287,33.425409,3.0,Kryvyi Rih,ua
162720,Cucina della Mamma просп. Яворницького,48.46454,35.04471,3.0,Dnipro,ua
164058,“НЯМ by VARUS.UA” вул. Миколи Вінграновського,50.42468,30.36633,3.0,Kyiv,ua
188514,Sushi Master Трудова,49.42592,27.02201,3.0,Khmelnytskyi,ua
157667,Sushi Master Сталеварів,47.846056,35.125517,3.0,Zaporizhia,ua
57857,DÖNER МАРКЕТ Малиновського,50.500904,30.496619,3.0,Kyiv,ua
96606,Sushi Master вул. В.Великого,48.92239,24.70205,3.0,Ivano-Frankivsk,ua
133063,La Storia Restorantino,51.49009,31.30479,3.0,Chernihiv,ua
52458,Панда їсть бамбук Чоколівський б-р,50.432211,30.454389,9.0,Kyiv,ua
76654,Аджика вул 600-річчя,49.22707,28.42692,3.0,Vinnytsia,ua
80287,Перша Пекарня,46.46985,30.73841,3.0,Odesa,ua
98280,Hesburger Шевченка,50.519483,30.242374,3.0,Irpin,ua
109539,"Pizza Day 143 вул. Соборності, 49В",47.900721,33.406143,3.0,Kryvyi Rih,ua
11216,Євразія Дмитрівська,50.44774,30.49388,3.0,Kyiv,ua
31846,MONOпіца просп. Соборності,50.440203,30.620152,4.0,Kyiv,ua
88136,"Remeslo Brewery Гришка, 3",50.396257,30.63304,3.0,Kyiv,ua
127528,Royal Kebab вул. Б. Хмельницького,49.862734,24.052113,3.0,Lviv,ua
160825,Hellboy вул. Шевченка,51.492064,31.302387,3.0,Chernihiv,ua
166314,Аджика проспект Коцюбинського 21,49.239005,28.497613,3.0,Vinnytsia,ua
24304,Greenbar cafe Тютюнника,50.416785,30.528807,3.0,Kyiv,ua
39747,"Мамо, я в шапці Вернадського",50.462541,30.374465,3.0,Kyiv,ua
48454,Sushi Master Харківське шосе,50.4164,30.65901,3.0,Kyiv,ua
64124,Hellboy Піца Гагаріна,48.43926,35.04897,3.0,Dnipro,ua
154098,Той самий Баранчик,49.068826,33.412559,3.0,Kremenchuk,ua
155219,Remeslo Brewery Байрона,49.94396,36.30366,3.0,Kharkiv,ua
159777,Marcello Академіка Павлова,49.985693,36.278116,11.0,Kharkiv,ua
164090,“НЯМ by VARUS.UA” вул. Генерала Пушкіна,48.43729,35.03277,3.0,Dnipro,ua
9778,Cinnabon ТРЦ “Глобус”,50.45081,30.522941,3.0,Kyiv,ua
25992,Lviv Croissants Науки 11,50.016087,36.225492,3.0,Kharkiv,ua
32101,Супчик Салатик Яворницького,48.46442,35.04468,3.0,Dnipro,ua
96855,Oishii SUSHI,50.443621,30.496194,3.0,Kyiv,ua
154279,EatSushi Ладожська,47.88617,35.07204,3.0,Zaporizhia,ua
155206,Remeslo Brewery Салтівське шосе,49.98917,36.350643,3.0,Kharkiv,ua
21400,Shanhayskiy kit/Шанхайський Кіт Вацлава Гавела,50.44333,30.41867,3.0,Kyiv,ua
67251,Pizza Bella Napoli Левка Лукяненка,50.51358,30.49741,3.0,Kyiv,ua
71764,Streets генерала Пушкіна,48.4372,35.03273,9.0,Dnipro,ua
91478,Lviv Croissants вул. Червоної Калини,50.516378,30.618393,3.0,Kyiv,ua
164067,“НЯМ by VARUS.UA” бул. Чоколівський,50.432222,30.454352,3.0,Kyiv,ua
175822,Yoshi вул. Космонавтів,49.224338,28.420708,3.0,Vinnytsia,ua
185201,Жуїстика Сільпо Загорівська,50.47152,30.47898,3.0,Kyiv,ua
195639,Папороть вул. Василя Тютюнника,50.417054,30.52866,3.0,Kyiv,ua
21518,Shanhayskiy kit/Шанхайський Кіт Макіївська,50.50877,30.453118,3.0,Kyiv,ua
91930,Bufet пр-т Архітектора Альошина,49.94291,36.37022,3.0,Kharkiv,ua
101997,Барбекю меню від ASAP Ірпінь,50.518843,30.212859,3.0,Irpin,ua
109496,Remeslo brewery вул. Межева,50.509128,30.433116,3.0,Kyiv,ua
122290,Євразія вул. Університетська,50.50715,30.23244,3.0,Irpin,ua
194812,SHEFF,50.381763,30.459815,3.0,Kyiv,ua
22777,Mafia Квітки-Основ'яненко,49.990014,36.231519,3.0,Kharkiv,ua
35368,MONOпіца Левітана,46.4058,30.71866,3.0,Odesa,ua
52392,Lviv Croissants Угорська,49.81117,24.04325,3.0,Lviv,ua
77554,Royal Kebab Героїв УПА,49.82796,23.99052,3.0,Lviv,ua
84549,Sushi Master Чорновола,50.516207,30.781842,3.0,Brovary,ua
117848,Hellboy просп. Гагаріна,47.908487,33.406346,4.0,Kryvyi Rih,ua
154301,EatSushi Сегедська,46.449993,30.743761,3.0,Odesa,ua
175893,"""Solo shawarma""/ ""Соло шаурма"" ТРЦ Гулівер",50.439349,30.523079,3.0,Kyiv,ua
22521,Poke Oke Іллєнка,50.466273,30.47425,3.0,Kyiv,ua
62652,"Шавєрма, брат",49.225853,28.447449,3.0,Vinnytsia,ua
79106,БОРЩ УКРАЇНСЬКИЙ  \ BORSHCH Хрещатик,50.44373,30.52045,3.0,Kyiv,ua
153466,"Кулиничі пекарня,піца / Kulinichi pizza,bakery вул. Стрийська",49.797395,24.018173,3.0,Lviv,ua
153570,Gyoza&Go,50.443847,30.495952,3.0,Kyiv,ua
154147,EatSushi Героїв Майдану,48.288184,25.934365,3.0,Chernivtsi,ua
157757,Wesushi Сталеварів,47.84606,35.12552,3.0,Zaporizhia,ua
162536,Рання пташка Ярославська,50.471729,30.518743,3.0,Kyiv,ua
76184,Remeslo Brewery Кірпи,50.43744,30.48636,3.0,Kyiv,ua
119312,чілміл на Калнишевського,50.520282,30.465619,3.0,Kyiv,ua
189820,SUSHI VIBE,50.51327,30.49388,3.0,Kyiv,ua
13815,Євразія Смарт Плаза Оболонь,50.512993,30.497429,3.0,Kyiv,ua
48368,Sushi Master Квадрат,50.484883,30.595071,3.0,Kyiv,ua
127000,чілміл на Кільцевій,50.373101,30.443532,3.0,Kyiv,ua
166135,M10,50.908499,34.784025,3.0,Sumy,ua
32098,Chackmag Doner Яворницького,48.46431,35.04455,3.0,Dnipro,ua
48360,Sushi Master Марини Цвєтаєвої,50.52268,30.61055,3.0,Kyiv,ua
51207,All Stars by ASAP Тютюнника,50.41674,30.52883,9.0,Kyiv,ua
84053,Streets,50.508585,30.793902,9.0,Brovary,ua
157229,DONER LAND (Кебаб),49.80637,24.01939,12.0,Lviv,ua
173931,Золотий чебурек Глибочицька,50.462807,30.488402,4.0,Kyiv,ua
194542,Sushi Family вул. Широка,48.518569,34.986775,3.0,Dnipro,ua
10274,Lviv Croissants В. Васильківська 72,50.43245,30.5157,3.0,Kyiv,ua
21525,Greenbar cafe Макіївська,50.50877,30.453118,3.0,Kyiv,ua
59959,Терті пляцки,49.833958,24.014321,3.0,Lviv,ua
65892,Чеза,49.96099,36.32362,3.0,Kharkiv,ua
51101,All Stars by ASAP Федорова,50.427097,30.508818,9.0,Kyiv,ua
118957,ШАУРМАМА вул. Композитора Лятошинського,50.378575,30.449163,3.0,Kyiv,ua
154144,EatSushi Гагаріна,48.449682,35.059933,3.0,Dnipro,ua
154225,EatSushi Здолбунівська,50.417216,30.618644,3.0,Kyiv,ua
164006,Cactus Espresso Bar,50.470817,30.402424,3.0,Kyiv,ua
173930,Золотий чебурек Велика Васильківська,50.422891,30.5189,4.0,Kyiv,ua
22481,Chackmag Doner Урлівська,50.40736,30.61794,3.0,Kyiv,ua
25406,Poke Oke Миколайчука,50.434899,30.606218,3.0,Kyiv,ua
51187,All Stars by ASAP Миколайчука,50.43508,30.60643,9.0,Kyiv,ua
117847,Sushi Master просп. Гагаріна,47.908487,33.406346,3.0,Kryvyi Rih,ua
121700,ВАМ ДОНЕР? просп. Хіміків,49.406152,32.04743,3.0,Cherkasy,ua
167244,Sushi Master Стуса,48.515468,34.574239,3.0,Kamianske,ua
24316,Супчик Салатик Тютюнника,50.416785,30.528807,3.0,Kyiv,ua
154237,EatSushi пр-т Лобановського,50.422677,30.465574,3.0,Kyiv,ua
48501,Sushi Master Пулюя,50.41269,30.46265,3.0,Kyiv,ua
98298,Hesburger Київський Шлях,50.35223,30.94875,3.0,Boryspil,ua
170378,Roll Club вул. Академіка Павлова,50.008904,36.319792,3.0,Kharkiv,ua
180251,Oishii SUSHI вулиця Академіка Янгеля,50.447262,30.453185,4.0,Kyiv,ua
193765,Краш кава вул. Чорновола,51.500058,31.280645,3.0,Chernihiv,ua
34011,Royal Kebab Личаківська,49.839647,24.049776,3.0,Lviv,ua
50932,Streets Урлівська,50.40711,30.61795,9.0,Kyiv,ua
52317,Панда їсть бамбук Федорова,50.427097,30.508818,9.0,Kyiv,ua
173953,Смак дому Академіка Янгеля,50.447262,30.453185,4.0,Kyiv,ua
36503,Sushi Family Малиновського,48.483764,35.06395,3.0,Dnipro,ua
39720,"Мамо, я в шапці Просп. Червоної Калини",50.508583,30.607073,3.0,Kyiv,ua
64464,Шаурмішка Короленка,49.237731,28.507642,3.0,Vinnytsia,ua
80467,Pesto Cafe Інститутська,50.44957,30.526,3.0,Kyiv,ua
157691,Wesushi Шевченка,51.49211,31.30243,3.0,Chernihiv,ua
12139,Євразія Рудницького,50.388777,30.462958,3.0,Kyiv,ua
103990,Lviv Croissants вул. Оленівська,50.474228,30.506027,3.0,Kyiv,ua
160775,Sushi Ushi / Суші Уші  вул.Квітки-Основьяненко,49.989315,36.231667,3.0,Kharkiv,ua
34380,MONOпіца Ніжинська,46.480141,30.731331,3.0,Odesa,ua
36505,Sushi Family Панікахи,48.39421,35.0294,3.0,Dnipro,ua
70306,Фритюрний Рай,50.429633,30.384059,3.0,Kyiv,ua
153462,"Кулиничі пекарня,піца / Kulinichi pizza,bakery вул. Грінченка",49.871441,24.054849,3.0,Lviv,ua
86588,Pasta&Pizza Дніпровська набережна,50.39896,30.61712,3.0,Kyiv,ua
90006,Lviv Croissants вул. Стрийська,49.78693,24.01649,4.0,Lviv,ua
115849,КУМА ШАУРМА Сахарова,46.57854,30.80851,3.0,Odesa,ua
170189,чілміл вул. Загорівська,50.47152,30.47898,3.0,Kyiv,ua
17513,Lviv Croissants Голосіївський,50.40548,30.51675,3.0,Kyiv,ua
25985,Супчик Салатик Левка Лук'яненка,50.512178,30.492153,3.0,Kyiv,ua
34643,Домашній ресторанчик,49.837459,24.031863,3.0,Lviv,ua
50954,Streets Яворницького,48.46434,35.0446,9.0,Dnipro,ua
124897,Японський Привіт,50.451212,30.511753,3.0,Kyiv,ua
67248,Pizza Bella Napoli Бальзака,50.520253,30.606468,3.0,Kyiv,ua
70933,Хінкаль Ревуцького,50.408825,30.646639,3.0,Kyiv,ua
71613,"Київська шаурма №1 пр-т Перемоги, 94",50.45874,30.39936,3.0,Kyiv,ua
115670,Puri Chveni / Пурі Чвені просп. Миру,47.905892,33.381649,3.0,Kryvyi Rih,ua
32428,Taco Taco taqueria,49.84012,24.031812,3.0,Lviv,ua
34602,BUDUSUSHI Сергія Ядова,46.487038,30.684237,3.0,Odesa,ua
52321,Панда їсть бамбук Броварський пр-т,50.456772,30.614039,9.0,Kyiv,ua
149440,Sushi Master Соборності,50.76497,25.36775,3.0,Lutsk,ua
36571,Sushi Family Калинова 14,48.511709,35.075731,3.0,Dnipro,ua
51178,All Stars by ASAP б-р Гавела,50.443335,30.418704,9.0,Kyiv,ua
59376,WeSushi Курбаса,50.43,30.38385,3.0,Kyiv,ua
66991,Tokio Rolls Січових стрільців,50.456208,30.501756,3.0,Kyiv,ua
91932,Bufet вул. 23 серпня,50.03459,36.22294,3.0,Kharkiv,ua
119307,чілміл на Січових Стрільців,50.456123,30.497191,3.0,Kyiv,ua
